"","Site","Year","Month","Dissolved.nitrate.x","Dissolved.sodium","pH","Water.temp","Suspended.solids","Alkalinity","Total.phosphorus","Ammonium","Dissolved.fluoride","Dissolved.chloride","Dissolved.nitrite","Dissolved.bromide","Dissolved.nitrate.y","Dissolved.sulphate","Latitude","Longitude"
"131","River Evenlode at Cassington Mill","2012","01",24.322,18.5,7.92,5.66,10.27,4017.8,275.2,25.6,16,30.102,6.2,0.0426,24.322,55.398,51.787779,-1.353355
"132","River Evenlode at Cassington Mill","2012","02",25.87,18.5,7.88666666666667,5.83333333333333,10.83,4038.33333333333,243.333333333333,31.3333333333333,14.6666666666667,30.85,10,0.0466666666666667,25.87,54.35,51.787779,-1.353355
"133","River Evenlode at Cassington Mill","2012","03",23.0925,17.8,7.935,8.775,11.9275,3917,256.75,32.25,14.75,28.78,3,0.055,23.0925,53.21,51.787779,-1.353355
"134","River Evenlode at Cassington Mill","2012","04",19.8475,18.5,7.9325,10.2,6.2825,3710.25,261.75,37.75,15.25,29.01,5.25,0.055,19.8475,52.63,51.787779,-1.353355
"135","River Evenlode at Cassington Mill","2012","05",26.436,11.1,7.846,12.74,23.994,3724.2,169.4,75.6,14.8,19.37,9.8,0.0442,26.436,38.084,51.787779,-1.353355
"136","River Evenlode at Cassington Mill","2012","06",21.59,13.025,7.84,14.075,20.225,4075.5,222.5,48.25,14,21.3025,6.75,0.044,21.59,39.63,51.787779,-1.353355
"137","River Evenlode at Cassington Mill","2012","07",20.422,11.92,7.852,15.76,18.62,4475,176.4,51.2,15.6,19.49,4.6,0.0546,20.422,37.396,51.787779,-1.353355
"138","River Evenlode at Cassington Mill","2012","08",21.9375,13.825,7.8675,16.425,12.96,4426.75,171.5,56.25,13,21.8775,6.5,0.06725,21.9375,41.69,51.787779,-1.353355
"139","River Evenlode at Cassington Mill","2012","09",23.2875,14.8,8,14.05,16.235,4206,219.75,41,13.25,23.92,4.25,0.05275,23.2875,44.8575,51.787779,-1.353355
"140","River Evenlode at Cassington Mill","2012","10",28.096,11.48,7.97,10.64,21.104,4247.8,141,50,16.2,19.516,5.4,0.057,28.096,38.3,51.787779,-1.353355
"141","River Evenlode at Cassington Mill","2012","11",26.29,9.625,7.955,7.4,38.265,3841.25,215.25,45.5,16,16.1825,5.25,0.035,26.29,30.0425,51.787779,-1.353355
"142","River Evenlode at Cassington Mill","2012","12",33.5466666666667,10.8666666666667,8.01333333333333,5.7,18.9066666666667,4273.66666666667,118,54.6666666666667,13.6666666666667,19.7666666666667,5.33333333333333,0.05,33.5466666666667,35.84,51.787779,-1.353355
"143","River Evenlode at Cassington Mill","2013","01",31.08,11.425,8.0275,5.575,22.5775,3737,156,52.25,14.75,20.325,8,0.045,31.08,32.825,51.787779,-1.353355
"144","River Evenlode at Cassington Mill","2013","02",33.495,10.025,7.975,5.65,34.735,3964.5,160.25,58.75,14.25,18.69,5.5,0.049,33.495,33.0925,51.787779,-1.353355
"145","River Kennet at Woolhampton","2010","10",23.62,11.5,7.95,8.1,6.06,4403,41,144,14,23.48,12,0.047,23.62,17.25,51.39646,-1.179212
"146","River Kennet at Woolhampton","2010","11",23.23,11.88,7.984,7.52,4.874,4787.2,59.2,47.2,10.4,22.982,3.8,0.0426,23.23,19.782,51.39646,-1.179212
"147","River Kennet at Woolhampton","2010","12",25.49,14.6,8.04,3.85,3.155,4602,70,43.5,13.5,25.555,41.5,0.047,25.49,20.165,51.39646,-1.179212
"148","River Kennet at Woolhampton","2011","06",21.5075,12.625,7.995,16.525,9.495,4441,61.5,39.5,14,22.55,7,0.07475,21.5075,17.6425,51.39646,-1.179212
"149","River Kennet at Woolhampton","2011","07",20.6275,12.975,8.0425,16.825,7.12,4483.25,146,23.25,15.75,23.1275,6.75,0.04375,20.6275,17.475,51.39646,-1.179212
"150","River Kennet at Woolhampton","2011","08",20.796,14.02,8.038,16.52,7.72,4624.2,97.8,20.8,13.6,24.512,9.4,0.0648,20.796,18.308,51.39646,-1.179212
"151","River Kennet at Woolhampton","2011","09",22.5725,14.6,8.03,15.375,7.3125,4461.75,57,29.75,14.25,25.98,14.25,0.06225,22.5725,20.58,51.39646,-1.179212
"152","River Kennet at Woolhampton","2011","10",23.034,15.36,7.928,12.92,6.576,4653.4,48.2,54.2,13.6,26.078,7.4,0.0516,23.034,20.81,51.39646,-1.179212
"153","River Kennet at Woolhampton","2011","11",23.7175,15.2,7.8925,9.6,4.4425,4512,67.75,42.25,13.75,26.235,11,0.04325,23.7175,20.625,51.39646,-1.179212
"154","River Kennet at Woolhampton","2011","12",24.7066666666667,19.8,7.94333333333333,5.56666666666667,4.09,4604.33333333333,68,45,14,31.8166666666667,7.66666666666667,0.0566666666666667,24.7066666666667,24.93,51.39646,-1.179212
"155","River Kennet at Woolhampton","2012","01",25.05,14.64,7.916,6.62,6.122,4476,75.2,59.2,14.8,26.228,6.2,0.0472,25.05,22.706,51.39646,-1.179212
"156","River Kennet at Woolhampton","2012","02",25.185,14.45,7.93,7.75,7.875,4713.5,67,25.5,13,27.42,10.5,0.035,25.185,22.24,51.39646,-1.179212
"157","River Kennet at Woolhampton","2012","03",22.6,14.25,7.8075,10.225,14.0275,4296.75,66,38.25,12.75,26,3,0.04,22.6,20.55,51.39646,-1.179212
"158","River Kennet at Woolhampton","2012","04",21.174,12.84,7.744,10.78,15.632,4097.2,82,88.4,13,23.802,19.6,0.046,21.174,19.992,51.39646,-1.179212
"159","River Kennet at Woolhampton","2012","05",22.3325,12.325,7.8975,13.725,13.91,4691.5,74.75,53.25,12,23.485,8.25,0.0485,22.3325,21.735,51.39646,-1.179212
"160","River Kennet at Woolhampton","2012","06",21.18,11.45,7.95,14.475,11.0175,4229.5,89.5,76,13.25,22.47,5.75,0.041,21.18,19.81,51.39646,-1.179212
"161","River Kennet at Woolhampton","2012","07",21.702,11.82,8.024,15.84,9.488,4587.8,62.2,49.8,13.2,22.458,5.4,0.0546,21.702,20.924,51.39646,-1.179212
"162","River Kennet at Woolhampton","2012","08",22.8325,11.325,8.07,16.425,6.7275,4716.25,53.25,41.25,12.5,21.935,5.5,0.05675,22.8325,18.6975,51.39646,-1.179212
"163","River Kennet at Woolhampton","2012","09",23.3125,11.675,8.155,14.15,7.955,4626,48,40.5,13,22.055,3.75,0.04325,23.3125,18.14,51.39646,-1.179212
"164","River Kennet at Woolhampton","2012","10",23.73,11.64,8.144,11,6.848,4813.4,49.8,38.6,13.2,22.222,4.2,0.0494,23.73,19.834,51.39646,-1.179212
"165","River Kennet at Woolhampton","2012","11",23.515,10.925,8.025,8.15,13.2625,4486.75,106,87,14.5,21.47,8.25,0.0425,23.515,19.28,51.39646,-1.179212
"166","River Kennet at Woolhampton","2012","12",27.7233333333333,11.5,8.05666666666667,7,9.10666666666667,4802.66666666667,84.6666666666667,75.3333333333333,11.6666666666667,24.5266666666667,6,0.0533333333333333,27.7233333333333,21.3133333333333,51.39646,-1.179212
"167","River Kennet at Woolhampton","2013","01",28.0675,12.4,8.035,6.825,7.9775,4550.25,114.5,135.5,15,25.6425,8.5,0.045,28.0675,20.2575,51.39646,-1.179212
"168","River Kennet at Woolhampton","2013","02",27.71,10.925,8.0175,6.925,7.765,4526,112.5,147.5,13.25,23.5175,10.5,0.04575,27.71,20.13,51.39646,-1.179212
"169","River Leach at Mill Lane,Lechlade","2010","10",26.77,8.1,7.94,6.9,2.24,4400,33,59,7,16.51,29,0.051,26.77,39.4,51.694691,-1.671531
"170","River Leach at Mill Lane,Lechlade","2010","11",27.456,8.42,7.914,6.78,1.556,4549.8,31,69.4,11.4,16.808,10.6,0.0382,27.456,40.166,51.694691,-1.671531
"171","River Leach at Mill Lane,Lechlade","2010","12",29.45,8.2,7.8,4.65,2.215,4179,21.5,47,11.5,16.355,9.5,0.0445,29.45,37.76,51.694691,-1.671531
"172","River Leach at Mill Lane,Lechlade","2011","06",27.73,8.575,7.89,14.8,1.9175,4280.75,46.75,106.5,12.25,15.8725,30.5,0.0395,27.73,37.1025,51.694691,-1.671531
"173","River Leach at Mill Lane,Lechlade","2011","07",25.575,8.875,7.925,15.725,1.2825,4361.25,51,63.25,13.5,16.3425,27,0.04,25.575,39.1425,51.694691,-1.671531
"174","River Leach at Mill Lane,Lechlade","2011","08",21.75,8.94,7.95,15.98,1.41,4281,45.2,40.4,11.6,16.348,10.8,0.0348,21.75,39.404,51.694691,-1.671531
"175","River Leach at Mill Lane,Lechlade","2011","09",21.3675,8.9,7.865,14.575,5.8,4318,47.5,25,12,16.885,8.75,0.0305,21.3675,40.7925,51.694691,-1.671531
"176","River Leach at Mill Lane,Lechlade","2011","10",19.75,9.175,7.9025,13.275,2.2625,4383.25,48.75,32.25,12.5,16.9275,8.5,0.03225,19.75,41.5275,51.694691,-1.671531
"177","River Leach at Mill Lane,Lechlade","2011","11",19.034,9.44,7.8,10.34,1.492,4675.4,62.4,60.2,12.6,17.324,25.2,0.034,19.034,41.956,51.694691,-1.671531
"178","River Leach at Mill Lane,Lechlade","2011","12",19.65,10,7.94666666666667,4.43333333333333,1.40666666666667,4298.33333333333,53.6666666666667,90,12.3333333333333,17.98,12.6666666666667,0.0233333333333333,19.65,42.9166666666667,51.694691,-1.671531
"179","River Leach at Mill Lane,Lechlade","2012","01",28.224,8.52,7.962,7.3,2.234,4353.4,39.6,100.6,13.4,17.112,10.6,0.0384,28.224,40.028,51.694691,-1.671531
"180","River Leach at Mill Lane,Lechlade","2012","02",32.4966666666667,8.66666666666667,7.93,8.2,2.37333333333333,4552.33333333333,42.6666666666667,58.6666666666667,11.3333333333333,17.34,13.3333333333333,0.0366666666666667,32.4966666666667,38.4733333333333,51.694691,-1.671531
"181","River Leach at Mill Lane,Lechlade","2012","03",33.2725,8.4,7.91,9.475,2.6325,4429,23,103.25,11.5,16.5875,10.5,0.04,33.2725,37.02,51.694691,-1.671531
"182","River Leach at Mill Lane,Lechlade","2012","04",30.225,8.4,7.925,10.15,2.415,4244.25,51.25,114.25,12.25,16.3975,8.25,0.0425,30.225,36.7675,51.694691,-1.671531
"183","River Leach at Mill Lane,Lechlade","2012","05",30.93,7.92,7.932,11.82,9.006,4284,47.8,69.6,12,15.71,10.8,0.0424,30.93,31.69,51.694691,-1.671531
"184","River Leach at Mill Lane,Lechlade","2012","06",31.66,7.9,7.965,12.8,2.1725,4483.5,27.5,93.25,11.75,15.6475,12.5,0.04525,31.66,32.3475,51.694691,-1.671531
"185","River Leach at Mill Lane,Lechlade","2012","07",28.992,8.08,7.978,13.56,1.746,4728,26,74,11,15.956,7.6,0.0514,28.992,31.602,51.694691,-1.671531
"186","River Leach at Mill Lane,Lechlade","2012","08",27.2425,8.575,7.9675,14.6,1.9375,4583.25,33.25,66.5,12.75,16.64,9.25,0.065,27.2425,30.83,51.694691,-1.671531
"187","River Leach at Mill Lane,Lechlade","2012","09",31.6925,8,8.04,12.725,2.205,4465,23.25,66.25,11.75,15.805,5.75,0.04225,31.6925,33.21,51.694691,-1.671531
"188","River Leach at Mill Lane,Lechlade","2012","10",33.032,8.16,8.028,10.7,2.626,4690.2,16.6,49.2,12.8,15.766,3.6,0.0472,33.032,32.014,51.694691,-1.671531
"189","River Leach at Mill Lane,Lechlade","2012","11",35.6475,7.575,8.04,8.65,4.9175,4438.25,31,39.5,12,14.58,4.75,0.0425,35.6475,27.195,51.694691,-1.671531
"190","River Leach at Mill Lane,Lechlade","2012","12",38.51,7.43333333333333,8.04,6.7,5.63666666666667,4613.33333333333,24.3333333333333,48.6666666666667,9.66666666666667,14.8266666666667,3.66666666666667,0.0466666666666667,38.51,28.1633333333333,51.694691,-1.671531
"191","River Leach at Mill Lane,Lechlade","2013","01",38.7225,7.45,8.0425,7.65,8.6225,4382,39.75,54,12,14.3425,4.5,0.035,38.7225,28.295,51.694691,-1.671531
"192","River Leach at Mill Lane,Lechlade","2013","02",35.0275,7.75,7.93,7.125,8.5625,4545,26,51.25,13.25,15.36,3.75,0.04375,35.0275,25.885,51.694691,-1.671531
"193","River Lodden at Charvil","2010","10",33.51,32.7,7.77,9,3.81,3010,148,46,12,54.54,3,0.086,33.51,41.12,51.482999,-0.879553
"194","River Lodden at Charvil","2010","11",35.622,35.1,7.784,8.06,4.662,3301.6,185.6,68,10.8,59.716,5,0.086,35.622,50.188,51.482999,-0.879553
"195","River Lodden at Charvil","2010","12",35.895,73.85,7.565,3.95,4.77,3147.5,151,181,12.5,118.335,13.5,0.1045,35.895,49.9,51.482999,-0.879553
"196","River Lodden at Charvil","2011","06",35.1825,44.025,7.7475,16.6,4.305,2912.75,223.5,84.25,14.25,62.7475,7.5,0.09225,35.1825,50.8425,51.482999,-0.879553
"197","River Lodden at Charvil","2011","07",40.91,49.375,7.8575,16.625,3.12,3261.25,183.25,71.5,16.5,70.4125,7.5,0.10125,40.91,56.505,51.482999,-0.879553
"198","River Lodden at Charvil","2011","08",36.882,44.56,7.712,16.88,2.48,2935.6,174,36.6,14.6,65.028,3.8,0.0918,36.882,51.23,51.482999,-0.879553
"199","River Lodden at Charvil","2011","09",39.865,46.725,7.715,15.75,2.5475,3134,167.5,49,14.75,67.6325,5,0.085,39.865,52.01,51.482999,-0.879553
"200","River Lodden at Charvil","2011","10",42.954,48.68,7.762,13.74,2.736,3314.8,181.2,37.4,13.8,70.662,15.6,0.0882,42.954,53.692,51.482999,-0.879553
"201","River Lodden at Charvil","2011","11",38.6725,42,7.6525,10.35,3.8875,3123.5,208,53,14.25,61.8,29.5,0.09025,38.6725,53.2625,51.482999,-0.879553
"202","River Lodden at Charvil","2011","12",37.9,42.9333333333333,7.63333333333333,5.96666666666667,6.33666666666667,2851,207.333333333333,106,15,66.38,10.6666666666667,0.0966666666666667,37.9,52.26,51.482999,-0.879553
"203","River Lodden at Charvil","2012","01",36.098,36.5,7.676,6.82,9.618,3026,218.4,108,16.6,58.206,20.4,0.0942,36.098,51.986,51.482999,-0.879553
"204","River Lodden at Charvil","2012","02",42.905,49.2,7.88,7.6,4.34,3501,197,27.5,15,81.145,17.5,0.095,42.905,60.995,51.482999,-0.879553
"205","River Lodden at Charvil","2012","03",39.2675,44.45,7.9075,10.3,13.6225,3233.75,279.5,144.75,15,70.49,10,0.095,39.2675,55.735,51.482999,-0.879553
"206","River Lodden at Charvil","2012","04",31.764,39.92,7.806,10.5,12.52,2857.4,254.6,77.2,15.2,61.592,12.2,0.092,31.764,49.684,51.482999,-0.879553
"207","River Lodden at Charvil","2012","05",30.6275,35.4,7.7825,13.6,6.58,3444.25,193.75,67.75,14.75,55.45,15.25,0.08575,30.6275,51.01,51.482999,-0.879553
"208","River Lodden at Charvil","2012","06",23.1775,29,7.68,14.875,6.895,2882,201.25,62.5,13.5,45.825,4.25,0.0715,23.1775,38.975,51.482999,-0.879553
"209","River Lodden at Charvil","2012","07",25.898,30.72,7.796,16.36,6.402,3456.8,214.4,58.8,14.6,47.064,18.4,0.0966,25.898,40.4,51.482999,-0.879553
"210","River Lodden at Charvil","2012","08",35.5925,39.125,7.89,17.775,3.36,3580,193,57.75,13,56.76,8,0.107,35.5925,44.3475,51.482999,-0.879553
"211","River Lodden at Charvil","2012","09",43.07,43.525,7.9975,14.95,4.1825,3526.25,237.75,45,13,61.3775,5,0.0805,43.07,49.07,51.482999,-0.879553
"212","River Lodden at Charvil","2012","10",29.694,31.24,7.858,11.56,8.914,3287,184,80.6,14.4,48.256,8,0.0752,29.694,47.344,51.482999,-0.879553
"213","River Lodden at Charvil","2012","11",25.0225,24.525,7.6925,8.325,25.6075,2712.25,235,133.25,14.75,39.755,8,0.065,25.0225,37.3975,51.482999,-0.879553
"214","River Lodden at Charvil","2012","12",27.9266666666667,31.1,7.80666666666667,6.33333333333333,8.59666666666667,3216.33333333333,135,156.333333333333,11.3333333333333,53.42,14.6666666666667,0.0866666666666667,27.9266666666667,43.44,51.482999,-0.879553
"215","River Lodden at Charvil","2013","01",27.4325,36.8,7.79,6.15,14.0525,3128.5,200.25,157.5,14.25,62.3375,9.75,0.09,27.4325,38.495,51.482999,-0.879553
"216","River Lodden at Charvil","2013","02",27.6,28.275,7.755,5.875,25.785,3022.5,235,183.75,14.25,49.6725,9.75,0.08775,27.6,38.575,51.482999,-0.879553
"217","River Ock at Abingdon","2010","10",26.44,23.6,7.95,7.4,5.52,4638,331,51,12,39.01,5,0.084,26.44,76.35,51.666904,-1.285672
"218","River Ock at Abingdon","2010","11",30.396,27.46,7.946,6.94,5.54,5088.4,352.8,82,14.6,44.32,12,0.1,30.396,84.616,51.666904,-1.285672
"219","River Ock at Abingdon","2010","12",31.91,32.65,7.92,3.1,3.49,4778.5,355,114,18,52.26,26.5,0.0995,31.91,85.865,51.666904,-1.285672
"220","River Ock at Abingdon","2011","06",25.71,26.675,7.9525,16.15,12.0925,4398,475.25,73,16.75,38.495,13.5,0.09825,25.71,65.9775,51.666904,-1.285672
"221","River Ock at Abingdon","2011","07",28.7875,30.05,7.9125,16.425,11.4325,4375,454.25,56.75,17.5,42.125,13,0.11525,28.7875,69.3625,51.666904,-1.285672
"222","River Ock at Abingdon","2011","08",27.608,30.14,7.884,16.3,12.642,4447.6,452.6,53.2,16.6,42.84,8.6,0.1042,27.608,71.446,51.666904,-1.285672
"223","River Ock at Abingdon","2011","09",28.88,32.225,7.8425,15.15,14.305,4432,469.5,42.25,17,46.62,9,0.09125,28.88,79.77,51.666904,-1.285672
"224","River Ock at Abingdon","2011","10",30.4475,35.2,7.8925,13.75,12.585,4477.5,583,38,15.75,48.8725,5.5,0.09575,30.4475,85.175,51.666904,-1.285672
"225","River Ock at Abingdon","2011","11",28.18,31.2,7.842,10.9,8.874,4861,463.8,47.4,16,48.372,26.8,0.0568,28.18,96.324,51.666904,-1.285672
"226","River Ock at Abingdon","2011","12",31.4533333333333,34.6666666666667,7.83666666666667,5.46666666666667,13.6766666666667,4220.33333333333,405.666666666667,153.666666666667,17.6666666666667,54.2766666666667,23,0.133333333333333,31.4533333333333,96.3566666666667,51.666904,-1.285672
"227","River Ock at Abingdon","2012","01",30.738,30.04,7.96,5.98,8.976,4516.8,330,44.4,20.2,50.378,6.4,0.1448,30.738,95.29,51.666904,-1.285672
"228","River Ock at Abingdon","2012","02",32.3233333333333,40.3666666666667,8.07,6.26666666666667,4.43333333333333,4887.66666666667,298.333333333333,53,20.6666666666667,66.83,10,0.153333333333333,32.3233333333333,101.833333333333,51.666904,-1.285672
"229","River Ock at Abingdon","2012","03",31.0375,30.65,8.15,9.25,7.05,4779.25,322.5,50.25,22.25,51.2825,4.5,0.0825,31.0375,96.0675,51.666904,-1.285672
"230","River Ock at Abingdon","2012","04",29.8925,29.375,8.1775,10.3,7.465,4687.75,316,39.75,22,48.9925,12.25,0.08,29.8925,87.38,51.666904,-1.285672
"231","River Ock at Abingdon","2012","05",28.438,19.56,7.924,13.44,16.156,4854.6,253.4,92.8,28.6,33.46,4,0.0584,28.438,62.648,51.666904,-1.285672
"232","River Ock at Abingdon","2012","06",24.865,18.5,7.8275,14.025,17.79,4828.75,329.75,84.75,28.75,30.6225,8.75,0.0615,24.865,56.99,51.666904,-1.285672
"233","River Ock at Abingdon","2012","07",23.48,21.64,7.962,15.66,4.948,5344.2,267.2,63.6,24,34.306,5.8,0.0908,23.48,63.618,51.666904,-1.285672
"234","River Ock at Abingdon","2012","08",25.37,20.425,7.9975,16.5,9.8325,5154,308.25,51,27,32.3825,9.75,0.0925,25.37,61.22,51.666904,-1.285672
"235","River Ock at Abingdon","2012","09",25.83,22.5666666666667,8.19,14.9666666666667,5.93333333333333,5274.33333333333,297,41,23.3333333333333,35.3933333333333,4,0.0853333333333333,25.83,69.0466666666667,51.666904,-1.285672
"236","River Ock at Abingdon","2012","10",29.19,19.8,7.984,11.22,9.702,5461,240.2,44.4,37.4,31.166,8.6,0.0846,29.19,61.302,51.666904,-1.285672
"237","River Ock at Abingdon","2012","11",24.9175,16.55,7.9625,5.9,20.6,4800,328,45.75,28,26.2575,9,0.06,24.9175,48.035,51.666904,-1.285672
"238","River Ock at Abingdon","2012","12",29.85,17.7333333333333,7.97333333333333,5.73333333333333,17.6166666666667,5274.66666666667,251.333333333333,94.6666666666667,27.6666666666667,30.6433333333333,13,0.09,29.85,53.5566666666667,51.666904,-1.285672
"239","River Ock at Abingdon","2013","01",28.01,22.1,8.0475,5.875,28.605,4667.25,241.25,107.25,24.25,37.54,9.5,0.0775,28.01,46.1825,51.666904,-1.285672
"240","River Ock at Abingdon","2013","02",28.4625,16.625,7.9375,6.225,36.41,4847.25,251.5,119.5,29.5,28.81,9.5,0.0625,28.4625,45.845,51.666904,-1.285672
"241","River Pang at Tidmarsh","2010","10",28.67,10.3,7.98,7.7,4.69,4153,39,83,13,23.11,3,0.059,28.67,17.81,51.467704,-1.085798
"242","River Pang at Tidmarsh","2010","11",28.396,11.82,7.89,7.06,4.324,4653.8,74.8,34.6,11.2,24.596,3.4,0.05,28.396,21.294,51.467704,-1.085798
"243","River Pang at Tidmarsh","2010","12",29.54,13.5,7.885,4.05,13.47,4438.5,90,46.5,15,28.25,4,0.0585,29.54,20.075,51.467704,-1.085798
"244","River Pang at Tidmarsh","2011","06",27.05,12.525,7.8625,14.15,4.5325,4615.75,55,43.75,15.75,23.8175,6.25,0.052,27.05,17.705,51.467704,-1.085798
"245","River Pang at Tidmarsh","2011","07",26.9325,11.35,7.9875,15,4.6075,4665.75,32,34.75,18,22.7625,6.75,0.06,26.9325,17.9125,51.467704,-1.085798
"246","River Pang at Tidmarsh","2011","08",26.752,11.08,7.89,14.8,6.026,4772.6,38.8,28.4,15.6,22.344,6,0.046,26.752,17.362,51.467704,-1.085798
"247","River Pang at Tidmarsh","2011","09",26.71,10.825,7.905,14.225,69.5625,4657,92.75,41.5,16,22.49,6.75,0.066,26.71,17.5575,51.467704,-1.085798
"248","River Pang at Tidmarsh","2011","10",27.514,10.88,7.85,12.34,6.55,4683.8,35.4,32,15.6,21.768,9.4,0.0528,27.514,17.706,51.467704,-1.085798
"249","River Pang at Tidmarsh","2011","11",27.755,10.95,7.7925,9.075,3.3125,4789.5,35.25,41.75,15.25,22.335,10,0.046,27.755,17.955,51.467704,-1.085798
"250","River Pang at Tidmarsh","2011","12",28.5033333333333,12.4,7.84333333333333,5.7,6.24333333333333,4483.33333333333,50,40.6666666666667,15.3333333333333,25.09,4,0.05,28.5033333333333,19.5333333333333,51.467704,-1.085798
"251","River Pang at Tidmarsh","2012","01",28.178,12.28,7.808,6.68,4.512,4462.8,67.2,37.2,16.2,25.336,3.8,0.047,28.178,21.456,51.467704,-1.085798
"252","River Pang at Tidmarsh","2012","02",28.72,12.65,7.99,7.5,3.195,4847.5,47,26.5,15,26.72,11,0.045,28.72,21.67,51.467704,-1.085798
"253","River Pang at Tidmarsh","2012","03",26.87,13.15,8.0825,9.65,5.695,4378.5,61,57.25,16.5,26.56,7.25,0.055,26.87,21.135,51.467704,-1.085798
"254","River Pang at Tidmarsh","2012","04",24.492,12.16,7.874,10.4,9.966,4111.4,82.2,44.2,15.6,24.336,8.6,0.052,24.492,20.09,51.467704,-1.085798
"255","River Pang at Tidmarsh","2012","05",25.5325,12.1,7.9825,12.675,7.055,4464.5,53.25,46.5,15.25,24.6325,5,0.051,25.5325,20.955,51.467704,-1.085798
"256","River Pang at Tidmarsh","2012","06",22.575,12.225,7.86,13.325,36.075,3719.5,225.75,102.5,15,23.14,56,0.0475,22.575,19.9725,51.467704,-1.085798
"257","River Pang at Tidmarsh","2012","07",24.678,12.26,7.908,14.54,4.026,4625.4,71.8,41,16,24.22,6,0.0656,24.678,19.532,51.467704,-1.085798
"258","River Pang at Tidmarsh","2012","08",26.045,11.825,7.9675,15.05,3.315,4937.25,32.25,58.25,14,23.365,5.75,0.0705,26.045,17.57,51.467704,-1.085798
"259","River Pang at Tidmarsh","2012","09",27.39,12.225,8.04,13.75,3.695,4761.5,44.25,34.25,16.25,24.0025,3.25,0.05025,27.39,17.87,51.467704,-1.085798
"260","River Pang at Tidmarsh","2012","10",26.444,12.22,7.986,10.98,4.302,4634.4,59,33.6,17,23.676,5,0.0588,26.444,19.646,51.467704,-1.085798
"261","River Pang at Tidmarsh","2012","11",24.8525,12.375,7.8525,8.35,8.81,4014,108.75,47.75,16.25,23.82,4,0.0525,24.8525,19.45,51.467704,-1.085798
"262","River Pang at Tidmarsh","2012","12",27.8266666666667,13.5333333333333,7.88666666666667,7.3,8.43,4330.66666666667,75.6666666666667,86,11.3333333333333,27.01,8.33333333333333,0.0566666666666667,27.8266666666667,19.7633333333333,51.467704,-1.085798
