"","Site","Year","Month","Dissolved.nitrate.x","Dissolved.sodium","pH","Water.temp","Suspended.solids","Alkalinity","Total.phosphorus","Ammonium","Dissolved.fluoride","Dissolved.chloride","Dissolved.nitrite","Dissolved.bromide","Dissolved.nitrate.y","Dissolved.sulphate","Latitude","Longitude"
"263","River Pang at Tidmarsh","2013","01",32.2525,14.55,7.935,6.85,10.965,4292.75,93,70,15.5,29.1775,4.75,0.0625,32.2525,18.6625,51.467704,-1.085798
"264","River Pang at Tidmarsh","2013","02",31.6725,13.025,7.8675,6.775,8.3225,4261.5,81.5,70.5,16.75,26.7325,9,0.05725,31.6725,18.09,51.467704,-1.085798
"265","River Ray at Islip","2010","10",37.66,55.6,7.66,7.1,2.75,3770,632,45,14,81.37,3,0.144,37.66,98.4,51.821247,-1.236807
"266","River Ray at Islip","2010","11",37.196,44.96,7.684,6.48,3.746,4365.2,495.8,71.6,14.2,61.46,4,0.1114,37.196,108.492,51.821247,-1.236807
"267","River Ray at Islip","2010","12",38.03,60.7,7.66,2.65,2.385,4276.5,486,178,18.5,87.035,23.5,0.111,38.03,105.285,51.821247,-1.236807
"268","River Ray at Islip","2011","06",36.5775,79.925,7.7625,16.075,1.4825,4051.5,868.5,59.5,20,88.4775,20.25,0.154,36.5775,125.26,51.821247,-1.236807
"269","River Ray at Islip","2011","07",32.7675,76.9,7.49,16.25,2.18,3883.5,1184.5,126.25,21.75,89.8125,22,0.15,32.7675,91.5475,51.821247,-1.236807
"270","River Ray at Islip","2011","08",32.95,81.48,7.352,15.86,2.506,4125.8,1140.8,75.2,18.8,96.364,13,0.1838,32.95,101.6,51.821247,-1.236807
"271","River Ray at Islip","2011","09",33.435,82.4,7.3475,14.425,6.29,3873.75,1074,46.5,19.75,97.48,13.75,0.1735,33.435,99.1975,51.821247,-1.236807
"272","River Ray at Islip","2011","10",37.485,96.55,7.365,12.8,4.6025,4009,1195.5,74.25,18,107.775,9.75,0.1725,37.485,117.405,51.821247,-1.236807
"273","River Ray at Islip","2011","11",41.898,80.9,7.348,10.3,2.762,3583.4,1082.8,101.8,17.6,96.366,45.8,0.137,41.898,106.114,51.821247,-1.236807
"274","River Ray at Islip","2011","12",48.7233333333333,79.9333333333333,7.51333333333333,4.66666666666667,3.78333333333333,3357.33333333333,772,212.666666666667,22,100.226666666667,49.6666666666667,0.146666666666667,48.7233333333333,122.646666666667,51.821247,-1.236807
"275","River Ray at Islip","2012","01",47.03,54.66,7.702,5.68,4.724,3891.8,445.6,138.4,22.2,77.968,31.2,0.1148,47.03,122.916,51.821247,-1.236807
"276","River Ray at Islip","2012","02",48.66,66.1333333333333,7.67666666666667,5.66666666666667,4.11333333333333,4042.33333333333,346.333333333333,121,20,103.496666666667,42.6666666666667,0.11,48.66,116.216666666667,51.821247,-1.236807
"277","River Ray at Islip","2012","03",44.765,50.55,7.7075,8.075,6.73,4085.25,405,72.5,21.5,74.58,8,0.0975,44.765,113.9175,51.821247,-1.236807
"278","River Ray at Islip","2012","04",42.6325,55.95,7.74,9.325,6.6075,4135.25,594.25,56,21,78.735,5,0.1125,42.6325,109.205,51.821247,-1.236807
"279","River Ray at Islip","2012","05",27.104,27.22,7.63,12.68,9.068,4198.8,247.2,83.2,21.4,39.718,5.6,0.0766,27.104,73.502,51.821247,-1.236807
"280","River Ray at Islip","2012","06",14.7425,22.975,7.3925,14.075,12.6125,3855.5,338.5,209.25,22.75,30.525,6.25,0.059,14.7425,66.175,51.821247,-1.236807
"281","River Ray at Islip","2012","07",18.786,24.42,7.55,16.02,5.534,4966.6,289.8,157.2,21.2,32.334,9.6,0.0964,18.786,56.6,51.821247,-1.236807
"282","River Ray at Islip","2012","08",22.315,32.05,7.6525,16.55,5.07,4981,290.25,81.25,18.5,41.5425,9,0.1115,22.315,69.07,51.821247,-1.236807
"283","River Ray at Islip","2012","09",25.2825,39.575,7.835,14.05,3.4275,4899.25,298.5,42.75,17.75,52.65,7.75,0.08825,25.2825,79.0525,51.821247,-1.236807
"284","River Ray at Islip","2012","10",30.472,22.56,7.698,10.98,11.478,4024.4,243.8,94.4,23.4,32.306,16.8,0.0858,30.472,68.988,51.821247,-1.236807
"285","River Ray at Islip","2012","11",22.2725,20.675,7.7025,7.55,23.37,4194.5,212.5,97,21.5,27.51,9.75,0.0625,22.2725,59.48,51.821247,-1.236807
"286","River Ray at Islip","2012","12",20.9633333333333,19.0333333333333,7.69,4.7,22.8166666666667,3828.66666666667,180,150,20.6666666666667,27.7733333333333,10,0.0833333333333333,20.9633333333333,57.0466666666667,51.821247,-1.236807
"287","River Ray at Islip","2013","01",22.5575,29.8,7.7425,4.9,28.9925,4144.5,199.5,223,21,44.9875,10.75,0.095,22.5575,61.5925,51.821247,-1.236807
"288","River Ray at Islip","2013","02",21.3025,20.15,7.7025,4.475,36.2825,3923,200,226.25,19.25,31.0775,11.5,0.0735,21.3025,52.6025,51.821247,-1.236807
"289","River Thame at Wheatley","2010","10",43.32,39.3,7.85,7.1,6.53,4145,806,176,14,60.79,3,0.075,43.32,71.93,51.740372,-1.115066
"290","River Thame at Wheatley","2010","11",38.696,36.18,7.868,6.62,7.546,4624.6,617.6,221.4,16.8,54.096,6.2,0.071,38.696,84.258,51.740372,-1.115066
"291","River Thame at Wheatley","2010","12",45.235,44.65,7.845,2.75,5.14,4647,699,335.5,22,69.82,25,0.0845,45.235,84.525,51.740372,-1.115066
"292","River Thame at Wheatley","2011","06",37.5525,50.55,7.685,16.65,11.5725,4264.5,872,252.25,19.75,65.735,16.5,0.07725,37.5525,62.325,51.740372,-1.115066
"293","River Thame at Wheatley","2011","07",38.405,53.375,7.6975,17.35,12.07,4244.75,947.5,187,21.25,68.1925,17.25,0.0955,38.405,69.285,51.740372,-1.115066
"294","River Thame at Wheatley","2011","08",32.928,55.48,7.688,16.82,13.722,4399.6,1040.8,182.6,19.2,69.908,17.2,0.1064,32.928,62.366,51.740372,-1.115066
"295","River Thame at Wheatley","2011","09",34.825,53.6,7.73,15.15,13.4125,4400,1055,229.5,19,69.6525,10.5,0.08875,34.825,60.04,51.740372,-1.115066
"296","River Thame at Wheatley","2011","10",41.7025,63.025,7.67,13.375,11.57,4488.25,1648,280,17.75,77.205,12.5,0.09125,41.7025,69.445,51.740372,-1.115066
"297","River Thame at Wheatley","2011","11",39.51,54.3,7.662,10.6,8.626,4147.8,1271.2,289.4,18.4,71.238,50.8,0.0732,39.51,70.668,51.740372,-1.115066
"298","River Thame at Wheatley","2011","12",44.9533333333333,59.8,7.80666666666667,4.7,7.46666666666667,3862,973.333333333333,230,22.3333333333333,85.12,14.6666666666667,0.0866666666666667,44.9533333333333,77.95,51.740372,-1.115066
"299","River Thame at Wheatley","2012","01",42.058,49.1,7.85,5.66,8.676,4250.8,790.4,257.4,27.2,72.382,7.6,0.0836,42.058,95.982,51.740372,-1.115066
"300","River Thame at Wheatley","2012","02",44.6733333333333,56.9333333333333,7.93666666666667,5.23333333333333,5.92333333333333,4561,573.666666666667,184.333333333333,26.6666666666667,85.21,8.66666666666667,0.0966666666666667,44.6733333333333,104.84,51.740372,-1.115066
"301","River Thame at Wheatley","2012","03",38.8125,45.875,7.8675,8.55,13.5525,4431.25,578.5,251.75,27.25,67.405,4.5,0.07,38.8125,91.775,51.740372,-1.115066
"302","River Thame at Wheatley","2012","04",33.9825,50.375,7.935,9.775,6.895,4483.25,671.5,250.25,24.5,72.6675,8.5,0.085,33.9825,86.425,51.740372,-1.115066
"303","River Thame at Wheatley","2012","05",21.074,27.48,7.74,13.5,17.358,4706.2,488,179.2,30.4,42.292,4.4,0.0612,21.074,73.378,51.740372,-1.115066
"304","River Thame at Wheatley","2012","06",14.7425,22.8,7.5625,14.45,18.475,3971.5,456.25,122.5,26.25,33.255,9,0.051,14.7425,58.1875,51.740372,-1.115066
"305","River Thame at Wheatley","2012","07",16.416,28.22,7.748,16.5,10.69,5346.8,525.8,113.4,27.6,40.696,22.2,0.091,16.416,64.444,51.740372,-1.115066
"306","River Thame at Wheatley","2012","08",26.74,37.75,7.7775,17.575,12.97,4800,583.25,145.5,19.5,51.8975,8.5,0.1025,26.74,69.61,51.740372,-1.115066
"307","River Thame at Wheatley","2012","09",30.7075,41.475,7.9025,14.65,18.6475,4447.75,652.5,144,19.75,57.51,10,0.079,30.7075,74.4125,51.740372,-1.115066
"308","River Thame at Wheatley","2012","10",34.658,26.02,7.852,10.86,17.424,4524.4,419,127,31.2,39.814,9.8,0.0724,34.658,75.266,51.740372,-1.115066
"309","River Thame at Wheatley","2012","11",22.1475,20.075,7.8325,7.225,19.855,4497,325.25,97.5,27.25,31.115,10.5,0.0525,22.1475,58.8275,51.740372,-1.115066
"310","River Thame at Wheatley","2012","12",26.9933333333333,21.8666666666667,7.89333333333333,5,18.3766666666667,4794.66666666667,307.666666666667,180,34.6666666666667,35.06,14,0.0666666666666667,26.9933333333333,60.13,51.740372,-1.115066
"311","River Thame at Wheatley","2013","01",25.9175,26.925,7.9125,4.7,18.0975,4720.75,291.25,187.75,28.25,44.3775,11,0.075,25.9175,61.035,51.740372,-1.115066
"312","River Thame at Wheatley","2013","02",23.21,22.6,7.855,4.5,33.545,4692,282,191.5,28,38.395,9.5,0.07175,23.21,54.8125,51.740372,-1.115066
"313","River Thames at Hannington Wick","2010","10",38.32,63.1,7.96,8.3,9.92,3883,312,44,14,79.59,3,0.122,38.32,85.47,51.663411,-1.748384
"314","River Thames at Hannington Wick","2010","11",32.414,36.74,7.9,7.58,10.482,4241.4,256.4,70.2,13.4,54.192,4.2,0.1066,32.414,72.152,51.663411,-1.748384
"315","River Thames at Hannington Wick","2010","12",35.62,42.55,8.01,3.9,5.76,4190,219,73,17.5,61.165,9,0.0895,35.62,68.38,51.663411,-1.748384
"316","River Thames at Hannington Wick","2011","06",33.2925,60.9,7.8475,16.925,11.33,3611.5,465.25,140.5,19.25,77.2875,14,0.17125,33.2925,86.305,51.663411,-1.748384
"317","River Thames at Hannington Wick","2011","07",43.7175,78.225,7.8375,17.875,10.2525,3787.25,469.75,47.5,21.5,94.0825,5.25,0.26475,43.7175,104.8,51.663411,-1.748384
"318","River Thames at Hannington Wick","2011","08",43.396,81.84,7.74,17.46,11.738,3697.4,420,40.4,18.8,101.37,12.2,0.2698,43.396,113.04,51.663411,-1.748384
"319","River Thames at Hannington Wick","2011","09",47.2675,92.975,7.76,15.9,14.52,3811.5,501.75,37.25,21,111.9925,3,0.212,47.2675,124.8275,51.663411,-1.748384
"320","River Thames at Hannington Wick","2011","10",53.9825,99.475,7.8625,14.325,18.8775,3847,619.5,38.25,20.25,118.99,3,0.23475,53.9825,133.75,51.663411,-1.748384
"321","River Thames at Hannington Wick","2011","11",59.376,82.8,7.768,11.4,13.168,3495.4,448.4,51,19,102.058,33.6,0.1938,59.376,130.698,51.663411,-1.748384
"322","River Thames at Hannington Wick","2011","12",44.25,56.7,7.70666666666667,6.5,55.5233333333333,3021.66666666667,478,141.333333333333,18.6666666666667,75.94,4.33333333333333,0.103333333333333,44.25,92.69,51.663411,-1.748384
"323","River Thames at Hannington Wick","2012","01",33.858,27.26,7.87,7.04,30.752,3922,219.8,50.4,18.4,43.19,10,0.0702,33.858,59.786,51.663411,-1.748384
"324","River Thames at Hannington Wick","2012","02",31.2266666666667,35.1,7.98,7.3,3.76,4141.33333333333,176.333333333333,50.3333333333333,17.3333333333333,54.86,8,0.08,31.2266666666667,62.8566666666667,51.663411,-1.748384
"325","River Thames at Hannington Wick","2012","03",29.8875,37.175,8.07,9.75,5.24,4115.75,178.25,46.25,18.5,53.6425,3,0.08,29.8875,69.535,51.663411,-1.748384
"326","River Thames at Hannington Wick","2012","04",27.0075,41.25,7.9375,10.825,6.4525,3698.75,238.75,71.75,18.5,57.4675,14.5,0.1,27.0075,72.28,51.663411,-1.748384
"327","River Thames at Hannington Wick","2012","05",22.964,18.74,7.768,13.18,12.078,3829.2,154.6,96.6,15.8,29.656,7.8,0.0584,22.964,40.632,51.663411,-1.748384
"328","River Thames at Hannington Wick","2012","06",18.3175,19.525,7.6475,14.7,7.6875,3772.25,234.5,182.25,16.5,29.7175,7,0.05775,18.3175,40.5525,51.663411,-1.748384
"329","River Thames at Hannington Wick","2012","07",18.882,18.86,7.788,16,3.314,4436.6,135.4,61.2,15.2,28.994,7.8,0.0764,18.882,37.992,51.663411,-1.748384
"330","River Thames at Hannington Wick","2012","08",21.825,23.95,7.8675,16.475,6.15,4224.25,176.75,81.75,14.75,33.9675,9.75,0.09075,21.825,43.8075,51.663411,-1.748384
"331","River Thames at Hannington Wick","2012","09",25.9825,23.55,7.985,14.9,7.57,4074,201.5,85.75,15.25,35.1175,8.5,0.0825,25.9825,42.84,51.663411,-1.748384
"332","River Thames at Hannington Wick","2012","10",24.634,19.14,7.86,11.34,7.612,4419,121.8,66,16,28.232,8.6,0.0762,24.634,39.716,51.663411,-1.748384
"333","River Thames at Hannington Wick","2012","11",20.5375,15.8,7.84,8.1,11.375,3937,165.5,118.5,14.5,23.97,6.25,0.055,20.5375,32.115,51.663411,-1.748384
"334","River Thames at Hannington Wick","2012","12",27.3333333333333,15.7,7.90666666666667,5.26666666666667,7.41666666666667,4342,101.333333333333,62,12.3333333333333,26.44,9,0.0633333333333333,27.3333333333333,33.83,51.663411,-1.748384
"335","River Thames at Hannington Wick","2013","01",25.7725,19.55,7.94,5.975,12.605,3740.5,122,130.5,14.5,32.87,8,0.055,25.7725,33.1425,51.663411,-1.748384
"336","River Thames at Hannington Wick","2013","02",25.245,15.525,7.895,6.125,11.385,3995.5,98,155.75,14,25.9,6.75,0.06,25.245,32.0175,51.663411,-1.748384
"337","River Thames at Newbridge","2010","10",29.28,32.7,8.01,7.4,9.88,4178,264,45,13,50.24,3,0.1,29.28,64.57,51.708995,-1.418158
"338","River Thames at Newbridge","2010","11",28.364,28.92,7.94,6.9,9.246,4310.2,233.8,46.6,12.2,45.2,4.6,0.078,28.364,59.676,51.708995,-1.418158
"339","River Thames at Newbridge","2010","12",31.855,36.75,7.945,2.9,3.92,4321.5,197.5,58,16.5,57.28,13.5,0.0775,31.855,58.17,51.708995,-1.418158
"340","River Thames at Newbridge","2011","06",23.3625,36.475,8.1125,17.5,13.2175,3842.25,285.5,59.5,17.75,49.6175,9.25,0.0835,23.3625,61.77,51.708995,-1.418158
"341","River Thames at Newbridge","2011","07",24.4375,42.9,7.99,18.725,11.3575,3845,292.75,40.75,19.25,55.5575,7.75,0.13125,24.4375,66.2875,51.708995,-1.418158
"342","River Thames at Newbridge","2011","08",23.564,47.2,7.902,18.06,12.038,4089.6,303.4,38,17.6,59.782,4.8,0.1576,23.564,76.238,51.708995,-1.418158
"343","River Thames at Newbridge","2011","09",26.475,49.9,7.8725,15.7,9.41,3909.25,359.25,34.5,18.5,64.7475,3,0.13525,26.475,77.6725,51.708995,-1.418158
"344","River Thames at Newbridge","2011","10",25.715,51.725,7.8875,13.85,9.855,4084,388.25,34.75,18.25,66.13,3,0.1495,25.715,85.17,51.708995,-1.418158
"345","River Thames at Newbridge","2011","11",33.068,49.82,7.796,10.42,6.866,3926.6,377.4,65.2,17.6,65.654,32.4,0.1264,33.068,85.38,51.708995,-1.418158
"346","River Thames at Newbridge","2011","12",38.68,48.9333333333333,7.92666666666667,4.86666666666667,5.82333333333333,3649,332.666666666667,90.6666666666667,19.6666666666667,67.1966666666667,7.66666666666667,0.11,38.68,86.4433333333333,51.708995,-1.418158
"347","River Thames at Newbridge","2012","01",31.964,23.2,7.998,6.54,8.842,4076.4,187.8,39.6,18.8,38.878,7.8,0.0644,31.964,58.166,51.708995,-1.418158
"348","River Thames at Newbridge","2012","02",31.1,31.9666666666667,7.99,6.6,3.66333333333333,4365,144.333333333333,24,18,52.3366666666667,6.33333333333333,0.0733333333333333,31.1,60.6466666666667,51.708995,-1.418158
"349","River Thames at Newbridge","2012","03",27.7625,27.975,8.0175,9.325,6.855,4127.75,171,93,18,44.7675,5,0.08,27.7625,58.18,51.708995,-1.418158
"350","River Thames at Newbridge","2012","04",25.0975,30.275,7.975,10.325,4.11,4093,186,46,18.5,46.2975,12.5,0.085,25.0975,60.615,51.708995,-1.418158
"351","River Thames at Newbridge","2012","05",25.11,15.8,7.886,13.22,20.756,4036.6,177,69.6,17.2,26.636,11.2,0.048,25.11,40.73,51.708995,-1.418158
"352","River Thames at Newbridge","2012","06",21.995,17.225,7.8275,14.325,16.2325,4181.75,201.25,74.25,16.75,27.935,7.75,0.05425,21.995,41.7775,51.708995,-1.418158
"353","River Thames at Newbridge","2012","07",20.426,16.02,7.922,16.2,8.076,4576.6,147,53,16,25.57,6.8,0.069,20.426,37.808,51.708995,-1.418158
"354","River Thames at Newbridge","2012","08",22.395,18.375,7.94,16.8,7.455,4469.75,164.5,56.75,15.5,28.385,5.75,0.09025,22.395,40.815,51.708995,-1.418158
"355","River Thames at Newbridge","2012","09",26.9825,17.425,8.1125,14.3,8.3825,4478.5,157.5,35.75,16.25,28.3825,4.5,0.0675,26.9825,40.0675,51.708995,-1.418158
"356","River Thames at Newbridge","2012","10",26.674,15.48,7.98,10.74,11.458,4627.8,132,68.4,18.4,24.524,6.4,0.0686,26.674,39.876,51.708995,-1.418158
"357","River Thames at Newbridge","2012","11",22.8525,13.625,7.92,7.85,18.72,4032.25,179.25,61.5,16,21.825,5.5,0.05,22.8525,32.8975,51.708995,-1.418158
"358","River Thames at Newbridge","2012","12",27.75,14.5,8.01333333333333,5.6,10.1,4300.33333333333,103,66.3333333333333,14.3333333333333,25.6166666666667,8.33333333333333,0.0666666666666667,27.75,35.6833333333333,51.708995,-1.418158
"359","River Thames at Newbridge","2013","01",26.14,18.375,8.0175,5.8,14.5925,4120.25,109.75,103.25,15,30.945,9.25,0.05,26.14,33.725,51.708995,-1.418158
"360","River Thames at Newbridge","2013","02",26.765,13.825,7.9925,6,27.12,4310.5,123.75,82.75,16,24.135,7.75,0.0585,26.765,33.275,51.708995,-1.418158
"361","River Thames at Runnymede","2010","10",30.34,32.3,7.99,9.9,1.82,3974,231,115,12,50.82,3,0.082,30.34,48.56,51.440771,-0.553972
"362","River Thames at Runnymede","2010","11",30.204,29.66,7.892,8.32,2.918,4252.2,223.2,66.4,11.8,48.43,4.8,0.075,30.204,52.968,51.440771,-0.553972
"363","River Thames at Runnymede","2010","12",34.165,34.65,7.875,2.4,1.43,4151.5,218.5,142,18,54.23,13.5,0.083,34.165,57.055,51.440771,-0.553972
"364","River Thames at Runnymede","2011","06",27.0475,35.975,7.8575,17.8,2.3075,4070,243.5,156.25,16.75,52.1025,17,0.0985,27.0475,48.625,51.440771,-0.553972
"365","River Thames at Runnymede","2011","07",26.3325,38.15,7.9825,18.9,2.5975,4063.25,223,66.75,19,55.2475,13.25,0.1125,26.3325,48.8375,51.440771,-0.553972
"366","River Thames at Runnymede","2011","08",24.602,39.32,7.874,18.38,2.368,4064.4,302.2,143.2,17.6,55.802,14.4,0.1042,24.602,47.742,51.440771,-0.553972
"367","River Thames at Runnymede","2011","09",27.4475,38.675,7.8425,16.475,1.635,3956,272.75,57,17.75,56.5425,8.25,0.09825,27.4475,48.8075,51.440771,-0.553972
"368","River Thames at Runnymede","2011","10",32.218,43.44,7.87,14.8,1.35,4017,272.8,77.4,16.8,62.254,16.4,0.1062,32.218,51.804,51.440771,-0.553972
"369","River Thames at Runnymede","2011","11",31.845,41.075,7.735,10.825,1.6875,3972.25,336.25,114.75,16.75,59.6325,23.5,0.085,31.845,53.9575,51.440771,-0.553972
"370","River Thames at Runnymede","2011","12",35.3,44.7,7.80333333333333,6.36666666666667,2.85,3771,320,146.666666666667,18.3333333333333,64.66,42,0.1,35.3,63.9566666666667,51.440771,-0.553972
"371","River Thames at Runnymede","2012","01",32.984,34.4,7.822,7.24,4.822,3912,265,84,19.2,54.662,24.4,0.0766,32.984,62.254,51.440771,-0.553972
"372","River Thames at Runnymede","2012","02",34.52,41.65,7.92,7.75,3.465,4349,210,36,19,67.755,11.5,0.085,34.52,68.9,51.440771,-0.553972
"373","River Thames at Runnymede","2012","03",31.3125,37,7.9275,10.475,3.2025,4093,217.75,107.5,18.25,57.2825,8.75,0.08,31.3125,64.1,51.440771,-0.553972
"374","River Thames at Runnymede","2012","04",24.9875,37.175,7.865,11.525,25.3925,3298.75,223,81.75,17.25,56.5675,15,0.09,24.9875,62.6925,51.440771,-0.553972
"375","River Thames at Runnymede","2012","05",24.775,22.2,7.945,14.325,14.1925,4188,210.25,113.75,18.75,36.7925,4.75,0.06125,24.775,49.5,51.440771,-0.553972
"376","River Thames at Runnymede","2012","06",22.9175,22.3,7.8825,15.825,10.145,3979.75,218.25,85,17,37.2375,9.25,0.06475,22.9175,47.8725,51.440771,-0.553972
"377","River Thames at Runnymede","2012","07",20.868,21.8,7.918,17.66,13.618,4330.6,235,44.4,18,34.45,25.8,0.0774,20.868,43.4,51.440771,-0.553972
"378","River Thames at Runnymede","2012","08",25.22,24.7,8.015,19.125,4.055,4446,215,79.5,15.75,38.32,6.25,0.089,25.22,43.6275,51.440771,-0.553972
"379","River Thames at Runnymede","2012","09",27.045,27.1,8.1225,16.525,3.51,4397,202,60.25,16.5,42.785,5.25,0.069,27.045,46.48,51.440771,-0.553972
"380","River Thames at Runnymede","2012","10",27.574,21.12,7.994,11.8,15.122,4135.4,218.8,101.8,19.8,33.424,12,0.0656,27.574,46.554,51.440771,-0.553972
"381","River Thames at Runnymede","2012","11",24.485,18.575,7.96,8.375,34.8825,3935.5,277.75,89,17.5,30.5675,11,0.055,24.485,41.4775,51.440771,-0.553972
"382","River Thames at Runnymede","2012","12",27.63,18.5666666666667,7.98,5.16666666666667,21.8,4228.33333333333,151.333333333333,147.333333333333,14.6666666666667,32.3666666666667,7,0.06,27.63,41.63,51.440771,-0.553972
"383","River Thames at Runnymede","2013","01",28.075,22.5,7.995,5.925,20.455,4180.75,175,224,16.75,38,13.5,0.075,28.075,39.9775,51.440771,-0.553972
"384","River Thames at Runnymede","2013","02",27.4325,18.725,7.9525,5.65,18.5525,4105.25,158.25,140.5,16.75,34.755,10.75,0.067,27.4325,38.81,51.440771,-0.553972
"385","River Thames at Sonning","2010","10",28.88,27,7.93,8.7,1.62,4196,247,67,14,44.61,3,0.069,28.88,55.15,51.476159,-0.917159
"386","River Thames at Sonning","2010","11",29.268,27.68,7.886,7.84,5.184,4319.6,249.2,86.4,12.8,43.82,7,0.0668,29.268,59.064,51.476159,-0.917159
"387","River Thames at Sonning","2010","12",31.965,29.25,7.94,2.4,2.57,4354,216.5,121,18,46.735,13,0.079,31.965,57.195,51.476159,-0.917159
"388","River Thames at Sonning","2011","06",23.7475,29.675,7.8675,17.475,2.7075,4223,242.5,120.5,17,44.6725,13,0.08125,23.7475,46.9825,51.476159,-0.917159
"389","River Thames at Sonning","2011","07",20.63,33.225,7.935,18.175,2.065,4084.75,249,134,18.75,48.4925,17.5,0.075,20.63,50.795,51.476159,-0.917159
"390","River Thames at Sonning","2011","08",21.174,34.4,7.832,18.04,2.906,4108.4,299.8,67.8,17.6,48.998,10.8,0.0772,21.174,48.404,51.476159,-0.917159
"391","River Thames at Sonning","2011","09",24.84,35.4,7.8375,16.25,2.0975,4175,272.5,58,18.25,52.095,6.75,0.08175,24.84,53.475,51.476159,-0.917159
"392","River Thames at Sonning","2011","10",26.788,38.12,7.862,14.24,1.752,4374.4,326.6,60.4,17,54.016,15.4,0.086,26.788,56.24,51.476159,-0.917159
"393","River Thames at Sonning","2011","11",28.3075,39.225,7.7375,10.475,4.8825,4277.25,370.75,70.5,17.25,57.7625,20,0.07775,28.3075,64.305,51.476159,-0.917159
"394","River Thames at Sonning","2011","12",30.1166666666667,41.2666666666667,7.82333333333333,5.96666666666667,2.95333333333333,4005.66666666667,343.333333333333,125.333333333333,18.3333333333333,60.4733333333333,9.66666666666667,0.0833333333333333,30.1166666666667,68.3966666666667,51.476159,-0.917159
"395","River Thames at Sonning","2012","01",31.496,30.6,7.852,6.88,5.426,4014.8,261.6,100.2,19.6,49.912,12,0.0682,31.496,67.74,51.476159,-0.917159
